Conjugation,Verb,Tense,Person,Lesson#,Lesson ID,Shared
diezazuket,eman,potential,zu,159,unit-34-ditransitive-review,NO
diezazueket,eman,potential,zuek,159,unit-34-ditransitive-review,NO
diezaieket,eman,potential,haiek,159,unit-34-ditransitive-review,NO
niezazukeen,eman,potentialLehenaldia,zu,159,unit-34-ditransitive-review,NO
niezazuekeen,eman,potentialLehenaldia,zuek,159,unit-34-ditransitive-review,NO
niezaiekeen,eman,potentialLehenaldia,haiek,159,unit-34-ditransitive-review,NO
niezazuke,eman,potentialAlegiazkoa,zu,159,unit-34-ditransitive-review,NO
niezazueke,eman,potentialAlegiazkoa,zuek,159,unit-34-ditransitive-review,NO
niezaieke,eman,potentialAlegiazkoa,haiek,159,unit-34-ditransitive-review,NO
diezazkizuket,eman,potentialPlural,zu,159,unit-34-ditransitive-review,NO
diezazkizueket,eman,potentialPlural,zuek,159,unit-34-ditransitive-review,NO
diezazkieket,eman,potentialPlural,haiek,159,unit-34-ditransitive-review,NO
niezazkizukeen,eman,potentialLehenaldiaPlural,zu,159,unit-34-ditransitive-review,NO
niezazkizuekeen,eman,potentialLehenaldiaPlural,zuek,159,unit-34-ditransitive-review,NO
niezazkiekeen,eman,potentialLehenaldiaPlural,haiek,159,unit-34-ditransitive-review,NO
niezazkizuke,eman,potentialAlegiazkoaPlural,zu,159,unit-34-ditransitive-review,NO
niezazkizueke,eman,potentialAlegiazkoaPlural,zuek,159,unit-34-ditransitive-review,NO
niezazkieke,eman,potentialAlegiazkoaPlural,haiek,159,unit-34-ditransitive-review,NO
ahal naiz,ahal-izan,present,ni,160,ahal-izan-present,NO
ahal zara,ahal-izan,present,zu,160,ahal-izan-present,NO
ahal da,ahal-izan,present,hura,160,ahal-izan-present,NO
ahal gara,ahal-izan,present,gu,160,ahal-izan-present,NO
ahal zarete,ahal-izan,present,zuek,160,ahal-izan-present,NO
ahal dira,ahal-izan,present,haiek,160,ahal-izan-present,NO
ahal dut,ahal-ukan,present,ni,161,ahal-ukan-present,NO
ahal duzu,ahal-ukan,present,zu,161,ahal-ukan-present,NO
ahal du,ahal-ukan,present,hura,161,ahal-ukan-present,NO
ahal dugu,ahal-ukan,present,gu,161,ahal-ukan-present,NO
ahal duzue,ahal-ukan,present,zuek,161,ahal-ukan-present,NO
ahal dute,ahal-ukan,present,haiek,161,ahal-ukan-present,NO
ezin naiz,ezin-izan,present,ni,162,ezin-izan-present,NO
ezin zara,ezin-izan,present,zu,162,ezin-izan-present,NO
ezin da,ezin-izan,present,hura,162,ezin-izan-present,NO
ezin gara,ezin-izan,present,gu,162,ezin-izan-present,NO
ezin zarete,ezin-izan,present,zuek,162,ezin-izan-present,NO
ezin dira,ezin-izan,present,haiek,162,ezin-izan-present,NO
ezin dut,ezin-ukan,present,ni,163,ezin-ukan-present,NO
ezin duzu,ezin-ukan,present,zu,163,ezin-ukan-present,NO
ezin du,ezin-ukan,present,hura,163,ezin-ukan-present,NO
ezin dugu,ezin-ukan,present,gu,163,ezin-ukan-present,NO
ezin duzue,ezin-ukan,present,zuek,163,ezin-ukan-present,NO
ezin dute,ezin-ukan,present,haiek,163,ezin-ukan-present,NO
banintz,izan,baldintza,ni,165,izan-baldintza,NO
bahintz,izan,baldintza,hi,165,izan-baldintza,NO
bazina,izan,baldintza,zu,165,izan-baldintza,NO
balitz,izan,baldintza,hura,165,izan-baldintza,NO
bagina,izan,baldintza,gu,165,izan-baldintza,NO
bazinete,izan,baldintza,zuek,165,izan-baldintza,NO
balira,izan,baldintza,haiek,165,izan-baldintza,NO
nintzateke,izan,conditional,ni,166,izan-conditional,NO
hintzateke,izan,conditional,hi,166,izan-conditional,NO
zinateke,izan,conditional,zu,166,izan-conditional,NO
litzateke,izan,conditional,hura,166,izan-conditional,NO
ginateke,izan,conditional,gu,166,izan-conditional,NO
zinatekete,izan,conditional,zuek,166,izan-conditional,NO
lirateke,izan,conditional,haiek,166,izan-conditional,NO
banu,ukan,baldintza,ni,167,ukan-baldintza,NO
bazenu,ukan,baldintza,zu,167,ukan-baldintza,NO
balu,ukan,baldintza,hura,167,ukan-baldintza,NO
bagenu,ukan,baldintza,gu,167,ukan-baldintza,NO
bazenute,ukan,baldintza,zuek,167,ukan-baldintza,NO
balute,ukan,baldintza,haiek,167,ukan-baldintza,NO
nuke,ukan,conditional,ni,168,ukan-conditional,NO
zenuke,ukan,conditional,zu,168,ukan-conditional,NO
luke,ukan,conditional,hura,168,ukan-conditional,NO
genuke,ukan,conditional,gu,168,ukan-conditional,NO
zenukete,ukan,conditional,zuek,168,ukan-conditional,NO
lukete,ukan,conditional,haiek,168,ukan-conditional,NO
bazintut,ukan,baldintzaByObject,zu,170,ukan-baldintza-object-axis,NO
bazintuztet,ukan,baldintzaByObject,zuek,170,ukan-baldintza-object-axis,NO
banitu,ukan,baldintzaByObject,haiek,170,ukan-baldintza-object-axis,NO
zintuket,ukan,conditionalByObject,zu,171,ukan-conditional-object-axis,NO
zintuzketet,ukan,conditionalByObject,zuek,171,ukan-conditional-object-axis,NO
nituzke,ukan,conditionalByObject,haiek,171,ukan-conditional-object-axis,NO
nukeen,ukan,conditionalPastByObject,hura,172,ukan-conditional-past-object-axis,NO
zintukedan,ukan,conditionalPastByObject,zu,172,ukan-conditional-past-object-axis,NO
zintuzketedan,ukan,conditionalPastByObject,zuek,172,ukan-conditional-past-object-axis,NO
nituzkeen,ukan,conditionalPastByObject,haiek,172,ukan-conditional-past-object-axis,NO
banindu,ukan,baldintzaByObject,ni,174,ukan-baldintza-object-axis-hura,NO
bagintu,ukan,baldintzaByObject,gu,174,ukan-baldintza-object-axis-hura,NO
bazintu,ukan,baldintzaByObject,zu,174,ukan-baldintza-object-axis-hura,NO
bazintuzte,ukan,baldintzaByObject,zuek,174,ukan-baldintza-object-axis-hura,NO
balitu,ukan,baldintzaByObject,haiek,174,ukan-baldintza-object-axis-hura,NO
ninduke,ukan,conditionalByObject,ni,175,ukan-conditional-object-axis-hura,NO
gintuke,ukan,conditionalByObject,gu,175,ukan-conditional-object-axis-hura,NO
zintuke,ukan,conditionalByObject,zu,175,ukan-conditional-object-axis-hura,NO
zintuzkete,ukan,conditionalByObject,zuek,175,ukan-conditional-object-axis-hura,NO
lituzke,ukan,conditionalByObject,haiek,175,ukan-conditional-object-axis-hura,NO
nindukeen,ukan,conditionalPastByObject,ni,176,ukan-conditional-past-object-axis-hura,NO
zukeen,ukan,conditionalPastByObject,hura,176,ukan-conditional-past-object-axis-hura,NO
gintukeen,ukan,conditionalPastByObject,gu,176,ukan-conditional-past-object-axis-hura,NO
zintukeen,ukan,conditionalPastByObject,zu,176,ukan-conditional-past-object-axis-hura,NO
zintuzketen,ukan,conditionalPastByObject,zuek,176,ukan-conditional-past-object-axis-hura,NO
zituzkeen,ukan,conditionalPastByObject,haiek,176,ukan-conditional-past-object-axis-hura,NO
bazintugu,ukan,baldintzaByObject,zu,177,ukan-baldintza-object-axis-gu,NO
bazintuztegu,ukan,baldintzaByObject,zuek,177,ukan-baldintza-object-axis-gu,NO
bagenitu,ukan,baldintzaByObject,haiek,177,ukan-baldintza-object-axis-gu,NO
zintukegu,ukan,conditionalByObject,zu,178,ukan-conditional-object-axis-gu,NO
zintuzketegu,ukan,conditionalByObject,zuek,178,ukan-conditional-object-axis-gu,NO
genituzke,ukan,conditionalByObject,haiek,178,ukan-conditional-object-axis-gu,NO
genukeen,ukan,conditionalPastByObject,hura,179,ukan-conditional-past-object-axis-gu,NO
zintukegun,ukan,conditionalPastByObject,zu,179,ukan-conditional-past-object-axis-gu,NO
zintuzketegun,ukan,conditionalPastByObject,zuek,179,ukan-conditional-past-object-axis-gu,NO
genituzkeen,ukan,conditionalPastByObject,haiek,179,ukan-conditional-past-object-axis-gu,NO
baninduzu,ukan,baldintzaByObject,ni,180,ukan-baldintza-object-axis-zu,NO
bagintuzu,ukan,baldintzaByObject,gu,180,ukan-baldintza-object-axis-zu,NO
bazenitu,ukan,baldintzaByObject,haiek,180,ukan-baldintza-object-axis-zu,NO
nindukezu,ukan,conditionalByObject,ni,181,ukan-conditional-object-axis-zu,NO
gintukezu,ukan,conditionalByObject,gu,181,ukan-conditional-object-axis-zu,NO
zenituzke,ukan,conditionalByObject,haiek,181,ukan-conditional-object-axis-zu,NO
nindukezun,ukan,conditionalPastByObject,ni,182,ukan-conditional-past-object-axis-zu,NO
zenukeen,ukan,conditionalPastByObject,hura,182,ukan-conditional-past-object-axis-zu,NO
gintukezun,ukan,conditionalPastByObject,gu,182,ukan-conditional-past-object-axis-zu,NO
zenituzkeen,ukan,conditionalPastByObject,haiek,182,ukan-conditional-past-object-axis-zu,NO
baninduzue,ukan,baldintzaByObject,ni,183,ukan-baldintza-object-axis-zuek,NO
bagintuzue,ukan,baldintzaByObject,gu,183,ukan-baldintza-object-axis-zuek,NO
bazenituzte,ukan,baldintzaByObject,haiek,183,ukan-baldintza-object-axis-zuek,NO
nindukezue,ukan,conditionalByObject,ni,184,ukan-conditional-object-axis-zuek,NO
gintukezue,ukan,conditionalByObject,gu,184,ukan-conditional-object-axis-zuek,NO
zenituzkete,ukan,conditionalByObject,haiek,184,ukan-conditional-object-axis-zuek,NO
nindukezuen,ukan,conditionalPastByObject,ni,185,ukan-conditional-past-object-axis-zuek,NO
zenuketen,ukan,conditionalPastByObject,hura,185,ukan-conditional-past-object-axis-zuek,NO
gintukezuen,ukan,conditionalPastByObject,gu,185,ukan-conditional-past-object-axis-zuek,NO
zenituzketen,ukan,conditionalPastByObject,haiek,185,ukan-conditional-past-object-axis-zuek,NO
banindute,ukan,baldintzaByObject,ni,186,ukan-baldintza-object-axis-haiek,NO
bagintuzte,ukan,baldintzaByObject,gu,186,ukan-baldintza-object-axis-haiek,NO
bazintuztete,ukan,baldintzaByObject,zuek,186,ukan-baldintza-object-axis-haiek,NO
balituzte,ukan,baldintzaByObject,haiek,186,ukan-baldintza-object-axis-haiek,NO
nindukete,ukan,conditionalByObject,ni,187,ukan-conditional-object-axis-haiek,NO
gintuzkete,ukan,conditionalByObject,gu,187,ukan-conditional-object-axis-haiek,NO
zintuzketete,ukan,conditionalByObject,zuek,187,ukan-conditional-object-axis-haiek,NO
lituzkete,ukan,conditionalByObject,haiek,187,ukan-conditional-object-axis-haiek,NO
ninduketen,ukan,conditionalPastByObject,ni,188,ukan-conditional-past-object-axis-haiek,NO
zuketen,ukan,conditionalPastByObject,hura,188,ukan-conditional-past-object-axis-haiek,NO
gintuzketen,ukan,conditionalPastByObject,gu,188,ukan-conditional-past-object-axis-haiek,NO
zintuzketeten,ukan,conditionalPastByObject,zuek,188,ukan-conditional-past-object-axis-haiek,NO
zituzketen,ukan,conditionalPastByObject,haiek,188,ukan-conditional-past-object-axis-haiek,NO
banio,esan,baldintza,ni,189,unit-35-ditransitive-review,YES
bazenio,esan,baldintza,zu,189,unit-35-ditransitive-review,NO
balio,esan,baldintza,hura,189,unit-35-ditransitive-review,NO
bagenio,esan,baldintza,gu,189,unit-35-ditransitive-review,NO
bazeniote,esan,baldintza,zuek,189,unit-35-ditransitive-review,NO
baliote,esan,baldintza,haiek,189,unit-35-ditransitive-review,NO
nioke,esan,conditional,ni,189,unit-35-ditransitive-review,YES
zenioke,esan,conditional,zu,189,unit-35-ditransitive-review,NO
lioke,esan,conditional,hura,189,unit-35-ditransitive-review,NO
genioke,esan,conditional,gu,189,unit-35-ditransitive-review,NO
zeniokete,esan,conditional,zuek,189,unit-35-ditransitive-review,NO
liokete,esan,conditional,haiek,189,unit-35-ditransitive-review,NO
niokeen,esan,conditionalPast,ni,189,unit-35-ditransitive-review,YES
zeniokeen,esan,conditionalPast,zu,189,unit-35-ditransitive-review,NO
ziokeen,esan,conditionalPast,hura,189,unit-35-ditransitive-review,NO
geniokeen,esan,conditionalPast,gu,189,unit-35-ditransitive-review,NO
zenioketen,esan,conditionalPast,zuek,189,unit-35-ditransitive-review,NO
zioketen,esan,conditionalPast,haiek,189,unit-35-ditransitive-review,NO
banizkio,esan,baldintzaPlural,ni,189,unit-35-ditransitive-review,YES
bazenizkio,esan,baldintzaPlural,zu,189,unit-35-ditransitive-review,NO
balizkio,esan,baldintzaPlural,hura,189,unit-35-ditransitive-review,NO
bagenizkio,esan,baldintzaPlural,gu,189,unit-35-ditransitive-review,NO
bazenizkiote,esan,baldintzaPlural,zuek,189,unit-35-ditransitive-review,NO
balizkiote,esan,baldintzaPlural,haiek,189,unit-35-ditransitive-review,NO
nizkioke,esan,conditionalPlural,ni,189,unit-35-ditransitive-review,YES
zenizkioke,esan,conditionalPlural,zu,189,unit-35-ditransitive-review,NO
lizkioke,esan,conditionalPlural,hura,189,unit-35-ditransitive-review,NO
genizkioke,esan,conditionalPlural,gu,189,unit-35-ditransitive-review,NO
zenizkiokete,esan,conditionalPlural,zuek,189,unit-35-ditransitive-review,NO
lizkiokete,esan,conditionalPlural,haiek,189,unit-35-ditransitive-review,NO
nizkiokeen,esan,conditionalPastPlural,ni,189,unit-35-ditransitive-review,YES
zenizkiokeen,esan,conditionalPastPlural,zu,189,unit-35-ditransitive-review,NO
zizkiokeen,esan,conditionalPastPlural,hura,189,unit-35-ditransitive-review,NO
genizkiokeen,esan,conditionalPastPlural,gu,189,unit-35-ditransitive-review,NO
zenizkioketen,esan,conditionalPastPlural,zuek,189,unit-35-ditransitive-review,NO
zizkioketen,esan,conditionalPastPlural,haiek,189,unit-35-ditransitive-review,NO
banizu,eman,baldintza,zu,189,unit-35-ditransitive-review,NO
banizue,eman,baldintza,zuek,189,unit-35-ditransitive-review,NO
banie,eman,baldintza,haiek,189,unit-35-ditransitive-review,NO
nizuke,eman,conditional,zu,189,unit-35-ditransitive-review,NO
nizueke,eman,conditional,zuek,189,unit-35-ditransitive-review,NO
nieke,eman,conditional,haiek,189,unit-35-ditransitive-review,NO
nizukeen,eman,conditionalPast,zu,189,unit-35-ditransitive-review,NO
nizuekeen,eman,conditionalPast,zuek,189,unit-35-ditransitive-review,NO
niekeen,eman,conditionalPast,haiek,189,unit-35-ditransitive-review,NO
banizkizu,eman,baldintzaPlural,zu,189,unit-35-ditransitive-review,NO
banizkizue,eman,baldintzaPlural,zuek,189,unit-35-ditransitive-review,NO
banizkie,eman,baldintzaPlural,haiek,189,unit-35-ditransitive-review,NO
nizkizuke,eman,conditionalPlural,zu,189,unit-35-ditransitive-review,NO
nizkizueke,eman,conditionalPlural,zuek,189,unit-35-ditransitive-review,NO
nizkieke,eman,conditionalPlural,haiek,189,unit-35-ditransitive-review,NO
nizkizukeen,eman,conditionalPastPlural,zu,189,unit-35-ditransitive-review,NO
nizkizuekeen,eman,conditionalPastPlural,zuek,189,unit-35-ditransitive-review,NO
nizkiekeen,eman,conditionalPastPlural,haiek,189,unit-35-ditransitive-review,NO
hadi,izan,imperative,hi,190,izan-imperative,NO
zaitez,izan,imperative,zu,190,izan-imperative,NO
zaitezte,izan,imperative,zuek,190,izan-imperative,NO
ezak,ukan,imperative,hi-m,191,ukan-imperative,NO
ezan,ukan,imperative,hi-f,191,ukan-imperative,NO
ezazu,ukan,imperative,zu,191,ukan-imperative,NO
ezazue,ukan,imperative,zuek,191,ukan-imperative,NO
beza,ukan,imperative,hura,191,ukan-imperative,NO
dezagun,ukan,imperative,gu,191,ukan-imperative,YES
bezate,ukan,imperative,haiek,191,ukan-imperative,NO
gustatu bekizu,gustatu,imperativeByNor,hura,193,gustatu-imperative-axis,NO
gustatu zakizkizu,gustatu,imperativeByNor,zuek,193,gustatu-imperative-axis,NO
gustatu bekizkizu,gustatu,imperativeByNor,haiek,193,gustatu-imperative-axis,NO
iruditu bekizu,iruditu,imperativeByNor,hura,194,iruditu-imperative-axis,NO
iruditu zakizkizu,iruditu,imperativeByNor,zuek,194,iruditu-imperative-axis,NO
iruditu bekizkizu,iruditu,imperativeByNor,haiek,194,iruditu-imperative-axis,NO
ahaztu bekizu,ahaztu,imperativeByNor,hura,195,ahaztu-imperative-axis,NO
ahaztu zakizkizu,ahaztu,imperativeByNor,zuek,195,ahaztu-imperative-axis,NO
ahaztu bekizkizu,ahaztu,imperativeByNor,haiek,195,ahaztu-imperative-axis,NO
hago,egon,imperative,hi,196,egon-imperative,YES
bego,egon,imperative,hura,196,egon-imperative,NO
begoz,egon,imperative,haiek,196,egon-imperative,NO
hator,etorri,imperative,hi,197,etorri-imperative,YES
hoa,joan,imperative,hi,198,joan-imperative,YES
itzak,ukan,imperativePlural,hi-m,199,unit-30-plural-object-review,NO
itzan,ukan,imperativePlural,hi-f,199,unit-30-plural-object-review,NO
itzazu,ukan,imperativePlural,zu,199,unit-30-plural-object-review,NO
itzazue,ukan,imperativePlural,zuek,199,unit-30-plural-object-review,NO
bitza,ukan,imperativePlural,hura,199,unit-30-plural-object-review,NO
ditzagun,ukan,imperativePlural,gu,199,unit-30-plural-object-review,NO
bitzate,ukan,imperativePlural,haiek,199,unit-30-plural-object-review,NO
iezaiozu,esan,imperativeDitransitive,zu,200,unit-30-ditransitive-review,YES
iezaiozue,esan,imperativeDitransitive,zuek,200,unit-30-ditransitive-review,NO
iezaiok,esan,imperativeDitransitive,hi-m,200,unit-30-ditransitive-review,NO
iezaion,esan,imperativeDitransitive,hi-f,200,unit-30-ditransitive-review,NO
iezadazu,eman,imperativeDitransitive,ni,200,unit-30-ditransitive-review,NO
iezaguzu,eman,imperativeDitransitive,gu,200,unit-30-ditransitive-review,NO
iezaiezu,eman,imperativeDitransitive,haiek,200,unit-30-ditransitive-review,NO
haiz,izan,present,hi,201,unit-32-hi-present,NO
habil,ibili,present,hi,201,unit-32-hi-present,NO
hintzen,izan,past,hi,202,unit-32-hi-past,NO
hengoen,egon,past,hi,202,unit-32-hi-past,NO
joan hintzen,joan,past,hi,202,unit-32-hi-past,NO
etorri hintzen,etorri,past,hi,202,unit-32-hi-past,NO
ibili hintzen,ibili,past,hi,202,unit-32-hi-past,NO
dakik,jakin,present,hi-m,203,unit-32-hi-nork-present,NO
dakin,jakin,present,hi-f,203,unit-32-hi-nork-present,NO
dituk,izan,presentToka,haiek,204,izan-present-toka,YES
dik,ukan,presentToka,hura,205,ukan-present-toka,NO
ditek,ukan,presentToka,haiek,205,ukan-present-toka,NO
zuan,izan,pastToka,hura,206,izan-past-toka,NO
zituan,izan,pastToka,haiek,206,izan-past-toka,NO
zian,ukan,pastToka,hura,207,ukan-past-toka,NO
zitean,ukan,pastToka,haiek,207,ukan-past-toka,NO
ditun,izan,presentNoka,haiek,209,izan-present-noka,YES
din,ukan,presentNoka,hura,210,ukan-present-noka,NO
diten,ukan,presentNoka,haiek,210,ukan-present-noka,NO
zunan,izan,pastNoka,hura,211,izan-past-noka,NO
zitunan,izan,pastNoka,haiek,211,izan-past-noka,NO
zinan,ukan,pastNoka,hura,212,ukan-past-noka,NO
zitenan,ukan,pastNoka,haiek,212,ukan-past-noka,NO
daramat,eraman,present,ni,216,eraman-present,NO
daramazu,eraman,present,zu,216,eraman-present,NO
darama,eraman,present,hura,216,eraman-present,NO
daramagu,eraman,present,gu,217,eraman-present-plural,NO
daramazue,eraman,present,zuek,217,eraman-present-plural,NO
daramate,eraman,present,haiek,217,eraman-present-plural,NO
dakart,ekarri,present,ni,218,ekarri-present,NO
dakarzu,ekarri,present,zu,218,ekarri-present,NO
dakar,ekarri,present,hura,218,ekarri-present,NO
dakargu,ekarri,present,gu,219,ekarri-present-plural,NO
dakarzue,ekarri,present,zuek,219,ekarri-present-plural,NO
dakarte,ekarri,present,haiek,219,ekarri-present-plural,NO
neraman,eraman,past,ni,220,eraman-past,NO
zeneraman,eraman,past,zu,220,eraman-past,NO
zeraman,eraman,past,hura,220,eraman-past,NO
generaman,eraman,past,gu,221,eraman-past-plural,NO
zeneramaten,eraman,past,zuek,221,eraman-past-plural,NO
zeramaten,eraman,past,haiek,221,eraman-past-plural,NO
nekarren,ekarri,past,ni,222,ekarri-past,NO
zenekarren,ekarri,past,zu,222,ekarri-past,NO
zekarren,ekarri,past,hura,222,ekarri-past,NO
genekarren,ekarri,past,gu,223,ekarri-past-plural,NO
zenekarten,ekarri,past,zuek,223,ekarri-past-plural,NO
zekarten,ekarri,past,haiek,223,ekarri-past-plural,NO
zaitut,ukan,presentByObject,zu,226,ukan-object-axis-present,NO
zaituztet,ukan,presentByObject,zuek,226,ukan-object-axis-present,NO
maite dut,maite,presentByObject,hura,227,maite-object-axis-present,YES
maite zaitut,maite,presentByObject,zu,227,maite-object-axis-present,NO
maite zaituztet,maite,presentByObject,zuek,227,maite-object-axis-present,NO
maite ditut,maite,presentByObject,haiek,227,maite-object-axis-present,NO
zintudan,ukan,pastByObject,zu,228,ukan-object-axis-past,NO
zintuztedan,ukan,pastByObject,zuek,228,ukan-object-axis-past,NO
maite nuen,maite,pastByObject,hura,229,maite-object-axis-past,YES
maite zintudan,maite,pastByObject,zu,229,maite-object-axis-past,NO
maite zintuztedan,maite,pastByObject,zuek,229,maite-object-axis-past,NO
maite nituen,maite,pastByObject,haiek,229,maite-object-axis-past,NO
ikusten zaitut,ikusi,presentByObject,zu,230,object-axis-present-review,NO
ikusten zaituztet,ikusi,presentByObject,zuek,230,object-axis-present-review,NO
jaten zaitut,jan,presentByObject,zu,230,object-axis-present-review,NO
jaten zaituztet,jan,presentByObject,zuek,230,object-axis-present-review,NO
edaten zaitut,edan,presentByObject,zu,230,object-axis-present-review,NO
edaten zaituztet,edan,presentByObject,zuek,230,object-axis-present-review,NO
erosten zaitut,erosi,presentByObject,zu,230,object-axis-present-review,NO
erosten zaituztet,erosi,presentByObject,zuek,230,object-axis-present-review,NO
hartzen zaitut,hartu,presentByObject,zu,230,object-axis-present-review,NO
hartzen zaituztet,hartu,presentByObject,zuek,230,object-axis-present-review,NO
nahi zaitut,nahi,presentByObject,zu,230,object-axis-present-review,NO
nahi zaituztet,nahi,presentByObject,zuek,230,object-axis-present-review,NO
nahi ditut,nahi,presentByObject,haiek,230,object-axis-present-review,YES
behar zaitut,behar,presentByObject,zu,230,object-axis-present-review,NO
behar zaituztet,behar,presentByObject,zuek,230,object-axis-present-review,NO
behar ditut,behar,presentByObject,haiek,230,object-axis-present-review,NO
entzuten zaitut,entzun,presentByObject,zu,230,object-axis-present-review,NO
entzuten zaituztet,entzun,presentByObject,zuek,230,object-axis-present-review,NO
ulertzen zaitut,ulertu,presentByObject,zu,230,object-axis-present-review,NO
ulertzen zaituztet,ulertu,presentByObject,zuek,230,object-axis-present-review,NO
ulertzen ditut,ulertu,presentByObject,haiek,230,object-axis-present-review,NO
ezagutzen zaitut,ezagutu,presentByObject,zu,230,object-axis-present-review,NO
ezagutzen zaituztet,ezagutu,presentByObject,zuek,230,object-axis-present-review,NO
ezagutzen ditut,ezagutu,presentByObject,haiek,230,object-axis-present-review,NO
aurkitzen zaitut,aurkitu,presentByObject,zu,230,object-axis-present-review,NO
aurkitzen zaituztet,aurkitu,presentByObject,zuek,230,object-axis-present-review,NO
aurkitzen ditut,aurkitu,presentByObject,haiek,230,object-axis-present-review,NO
bilatzen zaitut,bilatu,presentByObject,zu,230,object-axis-present-review,NO
bilatzen zaituztet,bilatu,presentByObject,zuek,230,object-axis-present-review,NO
babesten zaitut,babestu,presentByObject,zu,230,object-axis-present-review,NO
babesten zaituztet,babestu,presentByObject,zuek,230,object-axis-present-review,NO
babesten ditut,babestu,presentByObject,haiek,230,object-axis-present-review,NO
bultzatzen zaitut,bultzatu,presentByObject,zu,230,object-axis-present-review,NO
bultzatzen zaituztet,bultzatu,presentByObject,zuek,230,object-axis-present-review,NO
bultzatzen ditut,bultzatu,presentByObject,haiek,230,object-axis-present-review,NO
sustatzen ditut,sustatu,presentByObject,haiek,230,object-axis-present-review,NO
bermatzen ditut,bermatu,presentByObject,haiek,230,object-axis-present-review,NO
ziurtatzen ditut,ziurtatu,presentByObject,haiek,230,object-axis-present-review,NO
gaitzesten zaitut,gaitzetsi,presentByObject,zu,230,object-axis-present-review,NO
gaitzesten zaituztet,gaitzetsi,presentByObject,zuek,230,object-axis-present-review,NO
gaitzesten ditut,gaitzetsi,presentByObject,haiek,230,object-axis-present-review,NO
sentitzen ditut,sentitu,presentByObject,haiek,230,object-axis-present-review,NO
sumatzen zaitut,sumatu,presentByObject,zu,230,object-axis-present-review,NO
sumatzen zaituztet,sumatu,presentByObject,zuek,230,object-axis-present-review,NO
sumatzen ditut,sumatu,presentByObject,haiek,230,object-axis-present-review,NO
aztertzen zaitut,aztertu,presentByObject,zu,230,object-axis-present-review,NO
aztertzen zaituztet,aztertu,presentByObject,zuek,230,object-axis-present-review,NO
aztertzen ditut,aztertu,presentByObject,haiek,230,object-axis-present-review,NO
ukatzen ditut,ukatu,presentByObject,haiek,230,object-axis-present-review,NO
bukatzen ditut,bukatu,presentByObject,haiek,230,object-axis-present-review,NO
amaitzen ditut,amaitu,presentByObject,haiek,230,object-axis-present-review,NO
gainditzen ditut,gainditu,presentByObject,haiek,230,object-axis-present-review,NO
bereizten ditut,bereiztu,presentByObject,haiek,230,object-axis-present-review,NO
jasotzen zaitut,jaso,presentByObject,zu,230,object-axis-present-review,NO
jasotzen zaituztet,jaso,presentByObject,zuek,230,object-axis-present-review,NO
jasotzen ditut,jaso,presentByObject,haiek,230,object-axis-present-review,NO
itxaroten zaitut,itxaron,presentByObject,zu,230,object-axis-present-review,NO
itxaroten zaituztet,itxaron,presentByObject,zuek,230,object-axis-present-review,NO
itxaroten ditut,itxaron,presentByObject,haiek,230,object-axis-present-review,NO
hausnartzen ditut,hausnartu,presentByObject,haiek,230,object-axis-present-review,NO
pentsatzen zaitut,pentsatu,presentByObject,zu,230,object-axis-present-review,NO
pentsatzen zaituztet,pentsatu,presentByObject,zuek,230,object-axis-present-review,NO
pentsatzen ditut,pentsatu,presentByObject,haiek,230,object-axis-present-review,NO
aldarrikatzen ditut,aldarrikatu,presentByObject,haiek,230,object-axis-present-review,NO
plazaratzen ditut,plazaratu,presentByObject,haiek,230,object-axis-present-review,NO
batzen zaitut,batu,presentByObject,zu,230,object-axis-present-review,NO
batzen zaituztet,batu,presentByObject,zuek,230,object-axis-present-review,NO
batzen ditut,batu,presentByObject,haiek,230,object-axis-present-review,NO
adierazten ditut,adierazi,presentByObject,haiek,230,object-axis-present-review,NO
kontuan hartzen zaitut,kontuan-hartu,presentByObject,zu,230,object-axis-present-review,NO
kontuan hartzen zaituztet,kontuan-hartu,presentByObject,zuek,230,object-axis-present-review,NO
kontuan hartzen ditut,kontuan-hartu,presentByObject,haiek,230,object-axis-present-review,NO
ikusi zintudan,ikusi,pastByObject,zu,231,object-axis-past-review,NO
ikusi zintuztedan,ikusi,pastByObject,zuek,231,object-axis-past-review,NO
jan zintudan,jan,pastByObject,zu,231,object-axis-past-review,NO
jan zintuztedan,jan,pastByObject,zuek,231,object-axis-past-review,NO
edan zintudan,edan,pastByObject,zu,231,object-axis-past-review,NO
edan zintuztedan,edan,pastByObject,zuek,231,object-axis-past-review,NO
erosi zintudan,erosi,pastByObject,zu,231,object-axis-past-review,NO
erosi zintuztedan,erosi,pastByObject,zuek,231,object-axis-past-review,NO
hartu nuen,hartu,pastByObject,hura,231,object-axis-past-review,YES
hartu zintudan,hartu,pastByObject,zu,231,object-axis-past-review,NO
hartu zintuztedan,hartu,pastByObject,zuek,231,object-axis-past-review,NO
behar nuen,behar,pastByObject,hura,231,object-axis-past-review,YES
behar zintudan,behar,pastByObject,zu,231,object-axis-past-review,NO
behar zintuztedan,behar,pastByObject,zuek,231,object-axis-past-review,NO
behar nituen,behar,pastByObject,haiek,231,object-axis-past-review,NO
entzun zintudan,entzun,pastByObject,zu,231,object-axis-past-review,NO
entzun zintuztedan,entzun,pastByObject,zuek,231,object-axis-past-review,NO
ulertu zintudan,ulertu,pastByObject,zu,231,object-axis-past-review,NO
